filename,title,@creator,location,exact_spot,intimacy_level,date_stamp,daytime_icon,rawness_percent,BLIP_description,artistic_description,keywords,keyword_confidences,vibe,context
image310,Two Cats Lounging on Couch,@blue_moon,"Acre, Israel",school hallway,5,One rainy afternoon,🍷,0.72,-,two cats lounging on a couch,couch; restoration; reconstruction; worldcat; vincent; cats; chat; widescreen,0.7335; 0.2675; 0.2615; 0.2551; 0.2529; 0.2501; 0.2486; 0.2478,mysterious,-
image311,Two Men Sitting on Couch,@lunar_tide,-,office desk corner,6,First snow of 2012,☀️,0.87,-,two men sitting on a couch,couch; men; audience; lectures; lecture; readers; counseling; sofa,0.7662; 0.7404; 0.2823; 0.2731; 0.269; 0.2687; 0.2672; 0.2659,mysterious,-
image312,Two People Sitting on Bench,@lunar_tide,"Valparaíso, Chile",secluded garden,23,On my sister's wedding day,🌙,0.57,-,two people sitting on a bench,bench; travelers; agents; characters; riders; group; trainers; cowboy; generations,0.7299; 0.2986; 0.2805; 0.2804; 0.2736; 0.2723; 0.2717; 0.2717; 0.2704,mysterious,-
image313,"Cat, Dog, and Man",@quartz_crystal,"Jaffa, Israel",hotel balcony,28,Midsummer night,🍷,-,-,"a of a cat, a dog, and a man",dog; characters; cartoons; entities; creatures; animals; draw; spirits,0.7181; 0.28; 0.2795; 0.2766; 0.2716; 0.2698; 0.269; 0.2676,mysterious,-
image314,Woman with Her Arms Up,@yellow_bird,"New York, USA",library window,30,Third week of lockdown,-,0.75,-,a of a woman with her arms up in the air,arms; air; anatomy; arm; process; proportion; study; spine; progress,0.7648; 0.7414; 0.2783; 0.2702; 0.2677; 0.2676; 0.2667; 0.2666; 0.2665,serene,-
image315,Pencil Drawing of Woman’s Profile,@arcane_symbol,"New York, USA",bridge at dusk,31,Midsummer night,🍷,0.51,-,a pencil of a woman's profile,profile; portrait; greek; study; portraits; salvador; profiles; preliminary,0.7649; 0.2843; 0.2782; 0.2722; 0.271; 0.2672; 0.2671; 0.2666,mysterious,-
image316,Man and Woman Cover,@eternal_flame,"Masada, Israel",dockside pier,34,The day the power went out,🍝,0.99,-,a of a man and woman on the cover of an open,notes; pen; characters; pilot; planner; agenda; isaac,0.2783; 0.2654; 0.2647; 0.2644; 0.2636; 0.2633; 0.2627,serene,-
image317,Man Sitting in Chair,@golden_hour,"Cusco, Peru",hotel balcony,28,Third week of lockdown,🍷,0.62,-,a of a man sitting on a chair,chair; ana; traditional; study; emperor; vendor; tribal; pen; artist,0.7301; 0.2723; 0.2632; 0.2626; 0.2623; 0.2609; 0.26; 0.2591; 0.2587,serene,-
image318,Birthday Cake with Candles and Balloons,@mood_swing,"Kathmandu, Nepal",library window,30,31/12/07,-,0.95,-,"a birthday cake, candles, and balloons",candles; balloons; restaurants; cookbook; chef; foods; cakes; cake,0.7223; 0.7217; 0.2616; 0.2599; 0.2564; 0.2561; 0.2558; 0.2557,neutral,-
image319,Woman Walking Dog with Note,@galaxy_whisper,"Pingyao, China",under the old oak tree,15,First week of college,🌙,0.9,-,a of a woman walking a dog and a note in hebrew,note; hebrew; dog; poem; pen; poet; wrote; notes; written; annotated,0.7591; 0.7555; 0.7142; 0.2716; 0.2694; 0.267; 0.2655; 0.2642; 0.2627; 0.2606,mysterious,-
image32,Collage with Ink,@infinite_loop,"Goa, India",balcony at sunset,14,The day we met,☀️,0.97,-,"collage, and ink on",ink; collage; virus; rendered; piece; heart; acrylic; iron; preliminary; card,0.7424; 0.7383; 0.2692; 0.2645; 0.2636; 0.2628; 0.2627; 0.2625; 0.2623; 0.2613,warm,-
image320,Woman with Long Hair and Flower,@feeling_tone,"Chefchaouen, Morocco",attic room,12,Night of the eclipse,🍝,0.92,Painted on a napkin during lunch break,a woman with long hair and a flower in her hair,hair; flower; diana; belle; renaissance; helena; angel; concord; jane; pale,0.7357; 0.7058; 0.2796; 0.2777; 0.2733; 0.2628; 0.2623; 0.2612; 0.2608; 0.2606,mysterious,Painted on a napkin during lunch break
image321,Head of a Rooster,-,"Nazareth, Israel",airport lounge,36,Midsummer night,-,0.77,-,the head of a rooster,rooster; head; chicken; poultry; chick; cock; chicks; cocks; guinea; livestock,0.7973; 0.7277; 0.2904; 0.2902; 0.2829; 0.2809; 0.2689; 0.2652; 0.2644; 0.2619,mysterious,-
image322,Bear Sitting in Grass,@outside_in,"Jerusalem, Israel",laundromat corner,29,The day we met,☀️,0.99,-,a bear sitting in the grass,grass; sitting; bear; bears; polar; wildlife; beaver; teddy; artist; drawn,0.7198; 0.707; 0.287; 0.2711; 0.2626; 0.2511; 0.2482; 0.2477; 0.2425; 0.241,neutral,-
image323,Boar and Pig,@solar_flare,"Venice, Italy",market square,21,The festival weekend,-,0.52,-,a of a boar and a pig,boar; pig; livestock; bears; logging; mounts; bear; preliminary,0.7699; 0.7579; 0.2661; 0.2634; 0.2621; 0.2611; 0.261; 0.2608,neutral,-
image324,Group of Different Bugs,@diamond_dust,"Reykjavík, Iceland",on the rooftop,37,Early spring 2005,🌙,0.83,-,a group of bugs in different poses,bugs; group; poses; reconstruction; madagascar; antibodies; restoration; organisms; insects; antibody; bikes,0.755; 0.7394; 0.7309; 0.2696; 0.2663; 0.2658; 0.2658; 0.2648; 0.2642; 0.2587; 0.2582,neutral,-
image325,Pig’s Eyes and Nose,@brown_bear,"Athens, Greece",dockside pier,34,Midnight in April,-,0.63,-,"the pig's eyes, nose, and mouth",eyes; mouth; pig; cow; dog; lamb; ham; pet; edgar,0.7338; 0.7277; 0.2971; 0.2951; 0.2816; 0.2748; 0.274; 0.2701; 0.2695,serene,-
image326,Black and White Woman Leaning,@comet_trail,"Kathmandu, Nepal",airport lounge,36,The hottest day of the year,🍝,0.87,-,a black and white of a woman leaning against a wall,wall; bondage; depression; voyeur; vulnerable; leg; long; hunger,0.7372; 0.2702; 0.2683; 0.2633; 0.2628; 0.2614; 0.2612; 0.2612,neutral,-
image327,Reflection in Car,@arcane_symbol,"Goa, India",desert roadside,18,The day we met,🍷,0.81,-,the reflection of a car in a puddle on a city street,puddle; street; city; reflection; intersection; velocity; drive; accident; cars; car; environments; taxi,0.7547; 0.747; 0.7454; 0.725; 0.2692; 0.2638; 0.2561; 0.2556; 0.2551; 0.2549; 0.2548; 0.2545,mysterious,-
image328,"Monster, Cat, and Dog",@feeling_tone,"Zanzibar, Tanzania",laundromat corner,29,Third week of lockdown,☀️,0.64,-,"a of a monster, a cat, and a dog",monster; dog; chaos; hardcover; organisms; abstract; folder; molecules; complexity,0.7379; 0.7334; 0.2698; 0.2639; 0.2636; 0.2636; 0.2625; 0.2615; 0.2613,chaotic,-
image329,Large Black Object,@ruby_heart,"Valparaíso, Chile",seashore rocks,27,31/12/07,🍷,0.51,-,a large black object in the middle of a white room,object; middle; room; cylinder; lab; prototype; instrumentation; instrument; antenna; laboratory; apparatus,0.7372; 0.705; 0.6861; 0.2487; 0.2484; 0.248; 0.2428; 0.2426; 0.2412; 0.2411; 0.2402,neutral,-
image33,Woman with Large Head of Hair,@found_poetry,"Dead Sea, Israel",riverbank,20,31/12/07,-,0.83,-,a of a woman with a large head of hair,head; hair; turtle; preliminary; tractor; clouds; mold; agriculture; arts,0.708; 0.7018; 0.258; 0.258; 0.2568; 0.2564; 0.2528; 0.2523; 0.251,neutral,-
image330,Various Animals and Plants,@tanzanite_night,"Tiberias, Israel",secluded garden,23,Autumn equinox,🍷,0.71,-,of various animals and plants in a spiral,animals; plants; spiral; biodiversity; mapping; generated; cursor; compiled; catalogue; interactive; quilt,0.7343; 0.7184; 0.7176; 0.2631; 0.2553; 0.255; 0.2505; 0.2498; 0.2497; 0.2491; 0.2489,chaotic,-
image331,Submarine in the Ocean,@tanzanite_night,"New York, USA",library window,30,Early morning in August,🍷,0.98,-,a submarine in the ocean,submarine; ocean; detector; aquarium; restoration; cod; scuba; sea; reconstruction; fisheries,0.8019; 0.7537; 0.2738; 0.2709; 0.2704; 0.2698; 0.2672; 0.2653; 0.2647; 0.2622,serene,-
image332,Carhartt Fall/Winter Collection,@meditation_room,"Oaxaca, Mexico",in bed at midnight,38,The week before moving out,☕,0.6,-,carhartt's fall/winter collection,carhartt; fallwinter; collection; acne; apparel; editorials; uniform; fleece; medline; supreme; herbs,0.7641; 0.7246; 0.706; 0.2762; 0.2527; 0.2519; 0.2516; 0.2504; 0.2503; 0.2498; 0.2495,serene,-
image333,State AI,@gentle_breeze,"Mitzpe Ramon, Israel",bridge at dusk,31,An endless Sunday,🍝,0.67,-,the state of ai in design,state; designers; design; designed; interfaces; api; interactive; designing; ati,0.6366; 0.247; 0.2376; 0.2367; 0.2354; 0.2337; 0.2299; 0.2284; 0.2282,chaotic,-
image334,Signature Romhenin,@divine_light,"Acre, Israel",dockside pier,34,Middle of summer,-,0.96,-,the signature of roman henin and poppin,signature; henin; roman; poppin; brochure; signatures; flyer; catalog; programme; catalogue; hotmail; menus,0.7744; 0.7431; 0.7393; 0.6945; 0.2913; 0.2837; 0.283; 0.2826; 0.2786; 0.2758; 0.2756; 0.2752,mysterious,-
image336,Interior of Building,@back_story,"Cusco, Peru",museum hallway,33,31/12/07,🍷,0.73,-,the interior of a building with a large object in the middle,object; building; middle; interior; manufacturing; manufacture; modules; printing; cylinder; polymer; generators; manufacturers,0.725; 0.7062; 0.7055; 0.6925; 0.2597; 0.2548; 0.2535; 0.2512; 0.2497; 0.2488; 0.2448; 0.2444,neutral,-
image337,Woman’s Face Reflected in Water,@pink_flamingo,"Kibbutz Ein Gedi, Israel",in bed at midnight,38,31/12/07,🍝,0.53,-,a woman's face reflected in water,face; poster; rivers; water; swim; scanned; latitude; waters; peripheral,0.7347; 0.2602; 0.256; 0.2558; 0.2529; 0.2523; 0.2512; 0.251; 0.2501,serene,-
image34,Collage in Mixed Media,@neon_dreamer,"Caesarea, Israel",candlelit room,24,Halloween night,🌙,0.94,-,"collage, and mixed media",collage; media; amber; portrait; fig; marilyn; sun; dot; eleven; julia,0.7336; 0.7133; 0.2643; 0.2594; 0.2587; 0.2578; 0.2562; 0.2543; 0.2541; 0.2537,serene,-
image340,Alien with Red Eyes,@artistic_soul,"Jaffa, Israel",bus seat,7,Night of the eclipse,🌙,0.8,-,a of an alien with red eyes,eyes; eye; inkjet; alien; untitled; perry; fish; patient; eyed,0.7504; 0.2751; 0.2634; 0.2626; 0.2625; 0.2615; 0.2615; 0.261; 0.2603,warm,-
image342,Man with His Mouth Open,@ambient_sound,"Siwa Oasis, Egypt",secluded garden,23,After the last train,☀️,-,-,a of a man with his mouth open and eyes closed,mouth; eyes; flu; prozac; mph; anger; acid; him; mac; angry,0.7672; 0.7264; 0.2754; 0.2742; 0.2707; 0.2695; 0.2693; 0.268; 0.268; 0.268,serene,-
image343,Black and White Hat,@amber_glow,"Berlin, Germany",backstage dressing room,25,The hottest day of the year,☕,0.83,-,a black and white of a hat,hat; card; ticket; object; correspondence; inner; tent; tract; label,0.7262; 0.2623; 0.2608; 0.2594; 0.2592; 0.2569; 0.2566; 0.2564; 0.2564,neutral,-
image344,Man in Red Shirt,@emotional_landscape,"Bariloche, Argentina",market square,21,Third week of lockdown,🍝,0.98,-,a man in a red shirt,shirt; wiley; chance; portrait; acrylic; paint; red; anti; xxx,0.7213; 0.2977; 0.2859; 0.2795; 0.2786; 0.2781; 0.2745; 0.2743; 0.2737,warm,-
image345,Trees and Sky,@diamond_dust,"Rosh Hanikra, Israel",desert roadside,18,-,🌙,0.63,-,"trees, sky, and",sky; winter; snow; trees; landscape; seasons; landscapes; terrain; frost,0.7045; 0.2805; 0.2667; 0.2661; 0.2649; 0.2638; 0.2606; 0.2592; 0.2591,serene,-
image346,Skeleton Reading a Book,@shadow_whisper,"Goa, India",airport lounge,36,The festival weekend,🍷,0.69,-,a skeleton reading a book,skeleton; book; defence; defense; patrol; bones; defend; acrylic; raid; verde,0.7835; 0.7361; 0.2907; 0.2841; 0.2769; 0.2766; 0.2758; 0.2739; 0.2738; 0.2735,serene,-
image347,Woman Holding Spear and Angel,@orange_sunset,"Masada, Israel",-,1,Middle of summer,🍝,0.91,-,a woman holding a spear and an angel with wings,spear; angel; angels; angeles; preliminary; wings; devil; spirits,0.7288; 0.294; 0.2751; 0.2743; 0.2687; 0.2656; 0.2653; 0.2649,neutral,-
image348,Green Alien with Mustache,@aurora_borealis,"New Orleans, USA",empty classroom,32,Just before sunrise,☀️,0.64,-,a green alien with a mustache,alien; mustache; aaa; patrol; worm; frog; verde; peas; wall; turtle,0.7644; 0.7417; 0.2909; 0.2893; 0.282; 0.2803; 0.2781; 0.2778; 0.2758; 0.2745,cool,-
image349,Two Nuns Holding Light,@pearl_moon,"Tiberias, Israel",candlelit room,24,21/09/99,☕,0.72,-,two nuns holding a light saber,nuns; saber; chef; dispute; nurses; scientists; sas; dentists; physicians; oil,0.8001; 0.6822; 0.296; 0.2787; 0.2728; 0.2722; 0.272; 0.2719; 0.269; 0.2689,whimsical,-
image35,Ink Collage,@meteor_shower,"Samarkand, Uzbekistan",airport lounge,36,Just before sunrise,☕,-,-,"ink, and collage",ink; collage; fruit; berry; fruits; seed; produce; fig; cherry; blackberry,0.7239; 0.7148; 0.2794; 0.278; 0.2754; 0.2682; 0.2676; 0.2627; 0.26; 0.2589,dark,-
image350,Woman’s Face and Eyes,@silent_storm,"New Orleans, USA",forest clearing,35,15/05/23,🍝,0.94,Tried to draw a cat but it turned into something else,a woman's face with her eyes closed,face; eyes; infant; sleeping; mother; carmen; vincent; relief; acrylic,0.7464; 0.6963; 0.2656; 0.2646; 0.2632; 0.2626; 0.2619; 0.2618; 0.2591,serene,Tried to draw a cat but it turned into something else
image351,Seagull,@lost_art,"Tel Aviv, Israel",mountain lookout,19,21/09/99,🌙,0.6,-,a seagull on a of,seagull; penguin; bird; artist; pierre; birds; cock; maine; verzeichnis,0.7844; 0.29; 0.2617; 0.2603; 0.2592; 0.2564; 0.2558; 0.2549; 0.2544,mysterious,-
image352,Two Women Kissing,@nomadic_heart,"Kathmandu, Nepal",toilet,2,Worst birthday I've ever had,🌙,0.91,-,two women kissing each other,women; kissing; lovers; detail; passion; oils; morrison; intimate; vulnerability,0.7313; 0.2678; 0.2578; 0.2553; 0.2546; 0.2532; 0.2529; 0.2504; 0.25,serene,-
image353,Cup of Coffee and Book,@spiritual_journey,"Athens, Greece",metro station,8,The festival weekend,🌙,0.51,-,"a cup of coffee, a book and a slice of lemon",slice; lemon; book; coffee; cup; dishes; cafe; pottery; cups; tea; housewares,0.7396; 0.7282; 0.7153; 0.2807; 0.2775; 0.275; 0.2739; 0.2682; 0.267; 0.2651; 0.262,serene,-
image354,Group of Cats,@zen_garden,"Acre, Israel",hotel balcony,28,On my sister's wedding day,🍷,0.93,-,a group of cats in different colors,colors; group; cats; acrylic; worldcat; titten; kits; mae; gathered,0.7575; 0.7334; 0.281; 0.2742; 0.2731; 0.2688; 0.2635; 0.2631; 0.2595,warm,-
image355,Colorful Abstract on White Wall,@left_field,"Chefchaouen, Morocco",toilet,2,The day we met,🌙,0.57,-,a colorful abstract on a white wall,wall; abstract; bookmarks; bookmark; panel; banners; rugs; bicycle; receptor; decorative,0.7285; 0.7276; 0.2671; 0.252; 0.2456; 0.2455; 0.2443; 0.244; 0.2433; 0.2425,whimsical,-
image356,Koi Fish and Lily Pads,@shadow_whisper,"Masada, Israel",seashore rocks,27,15/05/23,🍝,-,-,"a koi fish, lily pads, and water lilies in a circular frame",koi; lilies; water; pads; seal; crest; pike; symbol; fish; badge; fisher; thesaurus,0.7757; 0.7202; 0.7134; 0.7005; 0.2877; 0.2742; 0.2713; 0.2661; 0.2651; 0.2621; 0.2599; 0.2582,neutral,-
image357,Group Walking Down Street,@obsidian_void,"Samarkand, Uzbekistan",bar counter,9,Before the big storm,🍝,0.96,-,a group of people walking down the street,street; group; exhibitions; widescreen; brooklyn; boulevard; sold; seller; prints; poster,0.7315; 0.6926; 0.2475; 0.2445; 0.2424; 0.2417; 0.2405; 0.2392; 0.2388; 0.2388,mysterious,-
image358,Young Girl Holding Rabbit,@infinite_loop,"Venice, Italy",candlelit room,24,After the last train,-,-,-,a young girl holding a rabbit,girl; infant; rabbit; bunny; acrylic; child; lamb; sold; easter,0.7405; 0.2868; 0.2841; 0.2765; 0.2664; 0.2652; 0.2632; 0.2627; 0.2611,mysterious,-
image359,Man in Tank Top,@magenta_rose,"Budapest, Hungary",park bench,4,Early morning in August,☀️,0.6,-,a of a man in a tank top,top; tank; acrylic; painted; nudity; pac; wall; paint; markers,0.7257; 0.7198; 0.271; 0.2614; 0.2539; 0.2524; 0.2523; 0.2514; 0.2512,mysterious,-
image36,Black Man with Afro Hairstyle,@mystic_fog,"Vancouver, Canada",mountain lookout,19,Early spring 2005,-,0.92,-,a black man with an afro hairstyle,afro; hairstyle; wiley; leonard; portrait; rwanda; animated; portraits; sudan; stanley,0.7754; 0.7392; 0.2782; 0.269; 0.2673; 0.2643; 0.264; 0.2639; 0.2622; 0.262,dark,-
image360,Landscape with Power Lines,@feeling_tone,"Bariloche, Argentina",during traffic in my car,10,Summer solstice,☀️,0.51,-,"a landscape, power lines, and an electrical substation",landscape; substation; lines; power; backgrounds; process; study; finishing; preliminary; environments; progress,0.7494; 0.7186; 0.7039; 0.6968; 0.2701; 0.2653; 0.2605; 0.2577; 0.2568; 0.2564; 0.2559,neutral,-
image361,Group Holding Hands,@gray_wolf,"San Francisco, USA",on the rooftop,37,Just before sunrise,-,0.91,-,a group of people holding hands in the shape of a circle,hands; group; shape; partition; falling; mobility; animation; bondage; fell; diagram,0.721; 0.7096; 0.7078; 0.2458; 0.2441; 0.2427; 0.2397; 0.2385; 0.2376; 0.2375,serene,-
image362,Woman Standing in Open,@zircon_spark,"Caesarea, Israel",library window,30,15/05/23,☕,0.92,-,"a woman standing in front of an open door, surrounded by various objects",objects; door; front; nursery; rooms; entities; precipitation; gathered; particles; winter; threshold,0.7439; 0.7192; 0.7032; 0.2561; 0.2555; 0.2531; 0.2524; 0.2513; 0.2513; 0.2488; 0.2482,warm,-
image363,Hand and Clock,@zircon_spark,-,library window,30,Summer solstice,🍝,0.89,-,a of a hand and a clock on the easel,easel; hand; clock; process; backgrounds; frame; processes; terrain; preliminary; projects; layout,0.761; 0.7336; 0.7172; 0.2613; 0.2578; 0.2525; 0.2522; 0.2507; 0.2501; 0.2501; 0.2501,mysterious,-
image364,Woman Holding Paintbrush,@concrete_dreams,"Chefchaouen, Morocco",by the fireplace,13,New Year's Eve 2010,-,0.8,-,a woman holding a paintbrush,paintbrush; preliminary; process; rendered; painted; begun; progress; creating; attempting,0.7069; 0.2628; 0.2618; 0.2557; 0.2518; 0.2507; 0.2505; 0.2493; 0.2487,warm,-
image365,Woman Wearing Turban,@crystal_echo,"Hoi An, Vietnam",candlelit room,24,Winter of '98,🌙,0.91,-,a of a woman wearing a turban,turban; ana; portrait; caroline; vendor; portraits; anne; jane,0.7544; 0.2563; 0.2493; 0.2475; 0.2472; 0.2444; 0.2441; 0.2434,mysterious,-
image366,Face of Young Girl,@heliodor_sun,"Marrakesh, Morocco",bus seat,7,Autumn equinox,🍝,0.82,-,the face of a young girl,girl; acrylic; face; asian; portrait; study; expression; faced,0.7556; 0.2745; 0.2719; 0.2693; 0.2677; 0.2652; 0.2634; 0.2633,mysterious,-
